Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Rancis Fluggerbutter - Chocolate Charger	SS	set5/cards/367x512/108_c442cee19081c337618b219e151d5a2b9e689a54	Racer	Co	Ruby	4	True	Storyborn, Ally, Racer	4	4	1	
Scar - Betrayer	SS	set5/cards/367x512/109_22bec38b2df4bb844a96b8cff891496705b029ed	Villain	Un	Ruby	5	True	Storyborn, Villain	6	3	2	LONG LIVE THE KING When you play thischaracter, you may banish chosen characternamed Mufasa.
Snowanna Rainbeau - Cool Competitor	SS	set5/cards/367x512/110_39b868942692b49a2aefd28f30717a98a4d3004b	Racer	Co	Ruby	3	False	Storyborn, Ally, Racer	2	4	1	Rush (This character can challenge the turnthey're played.)
Daisy Duck - Spotless Food-Fighter	SS	set5/cards/367x512/111_86c70e0928982c06f1dc64a561d2713f482e650d	Hero	Co	Ruby	2	True	Storyborn, Hero	2	2	1	Evasive (Only characters with Evasive canchallenge this character.)
Mickey Mouse - Enthusiastic Dancer	SS	set5/cards/367x512/112_a96350cd00f25e7e7983f7f5c21335ca127d4dba	Hero	Co	Ruby	4	True	Dreamborn, Hero	2	4	2	PERFECT PARTNERS While you have a characternamed Minnie Mouse in play, this character gets+2 ¤.
Ratigan - Raging Rat	SS	set5/cards/367x512/113_3c5dc8b56a85855c745c1282a0b7f02f6ad1651f	Villain	Co	Ruby	3	True	Dreamborn, Villain	1	5	1	NOTHING CAN STAND IN MY WAY While thischaracter has damage, he gets +2 ¤.
Taffyta Muttonfudge - Crowd Favorite	SS	set5/cards/367x512/114_f73d7e07516c17b56ce8cd5372db3636de211bfc	Racer	Co	Ruby	1	True	Storyborn, Ally, Racer	1	2	1	SHOWSTOPPER When you play this character,if you have a location in play, each opponentloses 1 lore.
Denahi - Avenging Brother	SS	set5/cards/367x512/115_efcd6bf0f6a6f693900941942c45f95478025965	Storyborn	Ra	Ruby	5	False	Storyborn	7	5	2	
Pete - Steamboat Rival	SS	set5/cards/367x512/116_228e5108dfe13ef72bf7428871759f2493f8eb2c	Villain	Su	Ruby	7	True	Storyborn, Villain	6	6	2	SCRAM! When you play this character, if youhave another character named Pete in play, youmay banish chosen opposing character.
Taffyta Muttonfudge - Sour Speedster	SS	set5/cards/367x512/117_9564676bbdc83dd4455aa026773d75a55fd0002f	Racer	Un	Ruby	4	True	Floodborn, Ally, Racer	3	3	1	Shift 2 (You may pay 2 ⬡ to play this ontop of one of your characters named TaffytaMuttonfudge.)NEW ROSTER Once per turn, when this charactermoves to a location, gain 2 lore.
Robin Hood - Sharpshooter	SS	set5/cards/367x512/118_c928e9c42c9b27025a11abd6b748dd98b484dd17	Hero	Le	Ruby	4	False	Storyborn, Hero	1	4	2	MY GREATEST PERFORMANCE Whenever thischaracter quests, look at the top 4 cards of yourdeck. You may reveal an action card with cost 6or less and play it for free. Put the rest in yourdiscard.
Gaston - Pure Paragon	SS	set5/cards/367x512/119_cd7b561f1c72e1656296411e54d68aa77c42e57b	Villain	Ra	Ruby	9	False	Dreamborn, Villain	10	6	2	A MAN AMONG MEN! For each damaged characteryou have in play, you pay 2 ⬡ less to play thischaracter.Rush (This character can challenge the turnthey're played.)
Pete - Pastry Chomper	SS	set5/cards/367x512/120_4512972c4c04b461c9077ddcb9142a67a515e2d7	Villain	Co	Ruby	3	True	Storyborn, Villain	4	3	1	
Arthur - Novice Sparrow	SS	set5/cards/367x512/121_c78cfa7f28ca5601dee77dd5c591400d3e83ab18	Hero	Un	Ruby	1	False	Storyborn, Hero	2	3	0	Reckless (This character can't quest and mustchallenge each turn if able.)
Donald Duck - Daisy's Date	SS	set5/cards/367x512/122_8b1c730be79760dabf5f2af6b4bd4f1ed9b36e54	Ally	Co	Ruby	3	True	Storyborn, Ally	2	4	1	PLUCKY PLAY Whenever this character challengesanother character, each opponent loses 1 lore.
Ratigan - Party Crasher	SS	set5/cards/367x512/123_a6fc62907cc023b6617333087beece341707d09a	Villain	Ra	Ruby	7	False	Floodborn, Villain	5	5	3	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Ratigan.)Evasive (Only characters with Evasive can challenge thischaracter.)DELIGHTFULLY WICKED Your damaged characters get +2 ¤.
Vanellope von Schweetz - Random Roster Racer	SS	set5/cards/367x512/124_19ea32731a9a06b7a770e78b11a8941ae2079397	Racer	Ra	Ruby	4	False	Storyborn, Hero, Princess, Racer	3	3	2	Rush (This character can challenge the turnthey're played.)PIXLEXIA When you play this character, she gainsEvasive until the start of your next turn. (Onlycharacters with Evasive can challenge them.)
Simba - Adventurous Successor	SS	set5/cards/367x512/125_4637b340cd698a26c94a941d7943425833192057	Prince	Co	Ruby	1	False	Storyborn, Hero, Prince	2	1	1	I LAUGH IN THE FACE OF DANGER When you playthis character, chosen character gets +2 ¤ thisturn.
Minnie Mouse - Dazzling Dancer	SS	set5/cards/367x512/126_4a74119ce637937525fd93c4431e8256b162cca2	Hero	Un	Ruby	3	True	Dreamborn, Hero	2	4	1	DANCE-OFF Whenever this character or one ofyour characters named Mickey Mouse challengesanother character, gain 1 lore.
Break Free	SS	set5/cards/367x512/127_30f9f7d4d1f1b3929caa84af9e84e11feb61abd7	Action	Co	Ruby	1	True					Deal 1 damage to chosen character of yours. They gainRush and get +1 ¤ this turn. (They can challenge theturn they're played.)
Evil Comes Prepared	SS	set5/cards/367x512/128_de23ced6699fb361b95948083acddb424412f8c0	Action	Co	Ruby	2	True					Ready chosen character of yours. They can't quest forthe rest of this turn. If a Villain character is chosen,gain 1 lore.
Don't Let the Frostbite Bite	SS	set5/cards/367x512/129_56bdfcc19e67e9b83c76352d00a5032108e367db	Song	Ra	Ruby	7	True	Song				(A character with cost 7 or more can ⟳ to sing thissong for free.)Ready all your characters. They can't quest for the restof this turn.
Glimmer vs Glimmer	SS	set5/cards/367x512/130_9cf2f0868e801c59c7df8557dd148ac4cc417f14	Action	Un	Ruby	4	False					Banish chosen character of yours to banish chosencharacter.
Who's With Me?	SS	set5/cards/367x512/131_cb6188a980abc2792f83aad6dc6b688f9f111013	Action	Su	Ruby	3	True					Your characters get +2 ¤ this turn.Whenever one of your characters with Recklesschallenges another character this turn, gain 2 lore.
Potion of Might	SS	set5/cards/367x512/132_cc2469ab352227eb54e17b3fae68be83324ab37d	Item	Co	Ruby	1	True					VILE CONCOCTION 1 ⬡, Banish this item — Chosencharacter gets +3 ¤ this turn. If a Villain character ischosen, they get +4 ¤ instead.
The Sword Released	SS	set5/cards/367x512/133_405162280bdef93f1a654e58d55f809f11baba00	Item	Ra	Ruby	3	False					POWER APPOINTED At the start of your turn, if youhave a character in play with more ¤ than eachopposing character in play, each opponent loses 1 loreand you gain lore equal to the lore lost.
Ruby Chromicon	SS	set5/cards/367x512/134_388a43c0f105082298b23fcabcf7421c101fc9fc	Item	Un	Ruby	1	True					RUBY LIGHT ⟳ — Chosen character gets +1 ¤ thisturn.
Sugar Rush Speedway - Starting Line	SS	set5/cards/367x512/135_85f35bbc09bcf0746e4300b9d786b9d9e4992ce8	Location	Ra	Ruby	1	False		0	5	0	ON YOUR MARKS! Once per turn, you may ⟳ chosen character here anddeal them 1 damage to move them to another location for free.
Ratigan's Party - Seedy Back Room	SS	set5/cards/367x512/136_10efd2fda9e90a57d80120958ea59bac45591dfa	Location	Un	Ruby	2	True		1	7	0	MISFITS' REVELRY While you have a damaged character here, thislocation gets +2 ◊.
King Candy - Sovereign of Sugar	SS	set5/cards/367x512/137_1b4de35d3f76ffcfd28391d93ca6553f6cc83f86	Racer	Co	Sapphire	1	True	Storyborn, Villain, King, Racer	2	2	1	
Chaca - Impressive Daughter	SS	set5/cards/367x512/138_b312fdfa7b23dbd76859340495a738475f89597a	Ally	Co	Sapphire	4	True	Storyborn, Ally	4	3	2	
The Queen - Cruelest of All	SS	set5/cards/367x512/139_091704342592a890bcae2e96ea2cee3701d1464d	Sorcerer	Co	Sapphire	2	True	Storyborn, Villain, Queen, Sorcerer	0	4	1	Ward (Opponents can't choose this characterexcept to challenge.)
Scrooge McDuck - Afficionado of Antiquities	SS	set5/cards/367x512/140_f3d4ef9fdb17f0b0aec6a0b06f2e5b4fd51f7b6b	Hero	Ra	Sapphire	4	False	Storyborn, Hero	5	5	2	
Prince John - Opportunistic Briber	SS	set5/cards/367x512/141_3633ae235404bb5a863ecfefb3854ba1c0d2f3b4	Prince	Co	Sapphire	3	True	Dreamborn, Villain, Prince	1	5	1	TAXES NEVER FAIL ME Whenever you play an item,this character gets +2 ¤ this turn.
Merlin - Back from Bermuda	SS	set5/cards/367x512/142_b7fa45c3ed43abbbf237444d03193cfa52c67573	Sorcerer	Co	Sapphire	4	True	Storyborn, Mentor, Sorcerer	1	4	2	LONG LIVE THE KING! Your characters namedArthur gain Resist +1. (Damage dealt to them isreduced by 1.)
Pacha - Emperor's Guide	SS	set5/cards/367x512/143_e01c1ecb12e2d945fe1abec367bd62988a996002	Hero	Un	Sapphire	3	True	Storyborn, Hero	0	4	2	HELPFUL SUPPLIES At the start of your turn, if youhave an item in play, gain 1 lore.PERFECT DIRECTIONS At the start of your turn, ifyou have a location in play, gain 1 lore.
The Queen - Fairest of All	SS	set5/cards/367x512/144_837691499f046640373a133a4a37230c39b09a7c	Sorcerer	Su	Sapphire	5	True	Floodborn, Villain, Queen, Sorcerer	2	6	1	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named The Queen.)Ward (Opponents can't choose this character except tochallenge.)REFLECTIONS OF VANITY For each other character namedThe Queen you have in play, this character gets +1 ◊.
Sheriff of Nottingham - Bushel Britches	SS	set5/cards/367x512/145_36bc9abc87e58bf3ac74f6bb5ed29fda6c142a2f	Villain	Ra	Sapphire	9	False	Storyborn, Villain	5	9	4	EVERY LITTLE BIT HELPS For each item you have inplay, you pay 1 ⬡ less to play this character.Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Chicha - Dedicated Mother	SS	set5/cards/367x512/146_f5ce21c4736e34cb506e216061609a2f55cb40de	Ally	Ra	Sapphire	2	False	Storyborn, Ally	2	1	1	Support (Whenever this character quests, you may addtheir ¤ to another chosen character's ¤ this turn.)ONE ON THE WAY During your turn, when you put a cardinto your inkwell, if it's the second card you've put intoyour inkwell this turn, you may draw a card.
Prince John - Gold Lover	SS	set5/cards/367x512/147_119635b43373ed970b024602c3946b022c2a041b	Prince	Su	Sapphire	4	True	Storyborn, Villain, Prince	3	4	1	BEAUTIFUL, LOVELY TAXES ⟳ — Play an item fromyour hand or discard with cost 5 or less for free,exerted.
The Queen - Crown of the Council	SS	set5/cards/367x512/148_30c8ea65fd7543c27b327c642efbb6cf08b4b1de	Sorcerer	Ra	Sapphire	4	False	Storyborn, Villain, Queen, Sorcerer	3	2	2	Ward (Opponents can't choose this character except tochallenge.)GATHERER OF THE WICKED When you play this character,look at the top 3 cards of your deck. You may reveal anynumber of character cards named The Queen and put theminto your hand. Put the rest on the bottom of your deck inany order.
Kuzco - Selfish Emperor	SS	set5/cards/367x512/149_39bcbba9ed54c9ba25f32b32a7e49037811719e7	King	Su	Sapphire	6	True	Storyborn, King	3	5	2	OUTPLACEMENT When you play this character, youmay put chosen item or location into its player's inkwellfacedown and exerted.BY INVITE ONLY 4 ⬡ — Your other characters gainResist +1 until the start of your next turn. (Damagedealt to them is reduced by 1.)
Mufasa - Ruler of Pride Rock	SS	set5/cards/367x512/150_eadbc76bfe6ad69b9fa5e8a760e8ddaa2291c2bd	King	Le	Sapphire	8	False	Storyborn, Mentor, King	4	9	4	A DELICATE BALANCE When you play this character,exert all cards in your inkwell, then return 2 cards atrandom from your inkwell to your hand.EVERYTHING THE LIGHT TOUCHES Whenever thischaracter quests, ready all cards in your inkwell.
Ludwig Von Drake - Self-Proclaimed Genius	SS	set5/cards/367x512/151_e16b392e9b663e675da26eb261f1b2c557b215ac	Ally	Un	Sapphire	5	True	Storyborn, Ally	4	4	3	
Minnie Mouse - Quick-Thinking Inventor	SS	set5/cards/367x512/152_6c9f200d924c5e0a2ec6f4ac1dafe652da22d446	Inventor	Co	Sapphire	1	False	Dreamborn, Hero, Inventor	1	2	1	CAKE CATAPULT When you play this character,chosen character gets -2 ¤ this turn.
Basil - Practiced Detective	SS	set5/cards/367x512/153_6e4a879171877a05b36801db0509990c9de553f3	Detective	Co	Sapphire	1	True	Storyborn, Hero, Detective	2	1	1	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
King Candy - Sweet Abomination	SS	set5/cards/367x512/154_635c6c79624ec35ebe2b2fc285711e348036aaa6	Racer	Un	Sapphire	5	False	Floodborn, Villain, King, Racer	3	3	2	Shift 3 (You may pay 3 ⬡ to play this on top ofone of your characters named King Candy.)CHANGING THE CODE When you play thischaracter, you may draw 2 cards, then put a cardfrom your hand on the bottom of your deck.
Donald Duck - Focused Flatfoot	SS	set5/cards/367x512/155_ce2280dd52fe36dbdad4a5ec4919edd5e621f510	Detective	Co	Sapphire	5	True	Dreamborn, Hero, Detective	3	4	2	BAFFLING MYSTERY When you play this character,you may put the top card of your deck into yourinkwell facedown and exerted.
Tanana - Wise Woman	SS	set5/cards/367x512/156_11a9530f7704ea7c832c81111adf9e54823e3c51	Ally	Co	Sapphire	2	True	Storyborn, Ally	1	3	1	YOUR BROTHERS NEED GUIDANCE When you playthis character, you may remove up to 1 damagefrom chosen character or location.
Tipo - Growing Son	SS	set5/cards/367x512/157_ade0244b87db43956c78d023fea9de1f7e0735b2	Ally	Un	Sapphire	2	True	Storyborn, Ally	1	2	1	MEASURE ME AGAIN When you play thischaracter, you may put a card from your hand intoyour inkwell facedown and exerted.
Belle - Of the Ball	SS	set5/cards/367x512/158_d060efbe54a821c329065aad3bc643232d0b8140	Princess	Ra	Sapphire	4	False	Dreamborn, Hero, Princess	2	3	2	Ward (Opponents can't choose this characterexcept to challenge.)USHERED INTO THE PARTY When you play thischaracter, your other characters gain Ward untilthe start of your next turn.
Merlin - Intellectual Visionary	SS	set5/cards/367x512/159_d2334c646940494e5e01a89bc18d3bea5fefc42a	Sorcerer	Le	Sapphire	6	False	Floodborn, Mentor, Sorcerer	3	7	2	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Merlin.)OVERDEVELOPED BRAIN When you play this character,if you used Shift to play him, you may search your deckfor any card, put that card into your hand, then shuffleyour deck.
Vision of the Future	SS	set5/cards/367x512/160_918c00bb297564f3d4742877f3379fa281e26f9e	Action	Co	Sapphire	2	True					Look at the top 5 cards of your deck. Put one into yourhand and the rest on the bottom of your deck in anyorder.
Royal Tantrum	SS	set5/cards/367x512/161_130a9d6f3825b01b2d2bb00c8873f31924f21108	Action	Ra	Sapphire	4	False					Banish any number of your items, then draw a card foreach item banished this way.
Ever as Before	SS	set5/cards/367x512/162_9ed777e057fed9ea5ad04e77ccce8bd8691755e2	Song	Co	Sapphire	2	True	Song				(A character with cost 2 or more can ⟳ to sing this song forfree.)Remove up to 2 damage from any number of chosencharacters.
Hide Away	SS	set5/cards/367x512/163_8d94a21dab11e8ad7f4d1727cf5a064212d9fc05	Action	Un	Sapphire	2	True					Put chosen item or location into its player's inkwellfacedown and exerted.
All Funned Out	SS	set5/cards/367x512/164_dddf49f5c2d191d177e96867804759bb00d263e4	Action	Un	Sapphire	1	True					Put chosen character of yours into your inkwellfacedown and exerted.
Medal of Heroes	SS	set5/cards/367x512/165_40c2702907593be4f1ba4191e900ed731be81915	Item	Co	Sapphire	2	True					CONGRATULATIONS, SOLDIER ⟳, 2 ⬡, Banish this item— Chosen character of yours gets +2 ◊ this turn.
Basil's Magnifying Glass	SS	set5/cards/367x512/166_6b2bb3aa8b796658381fa52eb54b393dac45b8eb	Item	Ra	Sapphire	2	True					FIND WHAT'S HIDDEN ⟳, 2 ⬡ — Look at the top 3cards of your deck. You may reveal an item card andput it into your hand. Put the rest on the bottom ofyour deck in any order.
Merlin's Carpetbag	SS	set5/cards/367x512/167_9edf42b1533610d2db1fdd6066ceba074861ba2c	Item	Un	Sapphire	5	False					HOCKETY POCKETY ⟳, 1 ⬡ — Return an item cardfrom your discard to your hand.
Sapphire Chromicon	SS	set5/cards/367x512/168_1a6bce8143ab590fa8c1de42676022f16b72a169	Item	Un	Sapphire	4	False					POWERING UP This item enters play exerted.SAPPHIRE LIGHT ⟳, 2 ⬡, Banish one of your items —Gain 2 lore.
The Great Illuminary - Radiant Ballroom	SS	set5/cards/367x512/169_a5853f0f85a9d732755b4023b95ab8f9adf58809	Location	Ra	Sapphire	3	True		2	9	0	WARM WELCOME Characters with Support get +1 ◊ and +2 ⛉ while here.
Merlin's Cottage - The Wizard's Home	SS	set5/cards/367x512/170_93c93243b854c0f8442390b9f0d37d109b516a73	Location	Un	Sapphire	1	True		1	7	0	KNOWLEDGE IS POWER Each player plays with the top card of their deckface up.
Stitch - Team Underdog	SS	set5/cards/367x512/171_82cdf9eed09e90fae394bd1aae80fcdcd25c65d8	Alien	Un	Steel	4	False	Storyborn, Hero, Alien	1	4	1	HEAVE HO! When you play this character, youmay deal 2 damage to chosen character.
Jafar - Tyrannical Hypnotist	SS	set5/cards/367x512/172_7abe33f9beed67b1b91b47ab77c46533929c4471	Sorcerer	Le	Steel	6	True	Dreamborn, Villain, Sorcerer	0	7	2	Challenger +7 (While challenging, this charactergets +7 ¤.)INTIMIDATING GAZE Opposing characters withcost 4 or less can't challenge.
Simba - Lost Prince	SS	set5/cards/367x512/173_462d3c987c169a5219ac806c69a4d7d6a540c99d	Prince	Co	Steel	3	True	Storyborn, Hero, Prince	2	4	1	FACE THE PAST During your turn, wheneverthis character banishes another character in achallenge, you may draw a card.
Rudy - Groove Disrupter	SS	set5/cards/367x512/174_5bfc1bc253e8cb183d0ceba77cbfd69dea8d1971	Storyborn	Co	Steel	1	True	Storyborn	2	2	1	
Royal Guard - Bovine Protector	SS	set5/cards/367x512/175_98c1d1b888c6d34b88c2b61e590075ece3657009	Storyborn	Co	Steel	4	True	Storyborn	1	7	1	
Mickey Mouse - Food Fight Defender	SS	set5/cards/367x512/176_956f54fdd41cc489955423f3de4552a52a6752a9	Hero	Co	Steel	1	True	Storyborn, Hero	1	2	1	Resist +1 (Damage dealt to this character isreduced by 1.)
Sleepy - Sluggish Knight	SS	set5/cards/367x512/177_ea733bfd40f68af2c093bb31c35db7d7404318c8	Seven Dwarfs	Un	Steel	2	True	Dreamborn, Ally, Knight, Seven Dwarfs	0	4	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.)
Kronk - Unlicensed Investigator	SS	set5/cards/367x512/178_5c3211832bd0a0b49ceb9d91e8670601e305c4f3	Ally	Co	Steel	2	True	Dreamborn, Ally	1	4	1	Challenger +1 (While challenging, this charactergets +1 ¤.)
HeiHei - Protective Rooster	SS	set5/cards/367x512/179_2606e8dd31d0a0a6771bc485dfc50fb8b8e49b63	Ally	Co	Steel	5	True	Dreamborn, Ally	4	5	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.)
Sneezy - Noisy Knight	SS	set5/cards/367x512/180_69abeefcddfe5d1589aa021314afea30cab3c544	Seven Dwarfs	Co	Steel	4	True	Dreamborn, Ally, Knight, Seven Dwarfs	3	4	1	HEADWIND When you play this character, chosenKnight character gains Challenger +2 this turn.(They get +2 ¤ while challenging.)
Dopey - Knight Apprentice	SS	set5/cards/367x512/181_cdd0d2f8f5fa3d9a35e603899281df1a0ad9df6c	Seven Dwarfs	Co	Steel	3	True	Dreamborn, Ally, Knight, Seven Dwarfs	2	2	1	STRONGER TOGETHER When you play thischaracter, if you have another Knight character inplay, you may deal 1 damage to chosen characteror location.
Namaari - Resolute Daughter	SS	set5/cards/367x512/182_bdedb639bd9cc9786b41640c51fb99d568aae335	Princess	Ra	Steel	9	False	Storyborn, Villain, Princess	5	5	3	I DON'T HAVE ANY OTHER CHOICE For eachopposing character banished in a challenge thisturn, you pay 2 ⬡ less to play this character.Resist +3 (Damage dealt to this character isreduced by 3.)
Snow White - Fair-Hearted	SS	set5/cards/367x512/183_66089e56ac2c8112144bb5736193eee086df7118	Knight	Su	Steel	5	False	Dreamborn, Hero, Princess, Knight	3	5	3	NATURAL LEADER This character gains Resist +1for each other Knight character you have in play.(Damage dealt to this character is reduced by 1 foreach other Knight.)
Yzma - Unjustly Treated	SS	set5/cards/367x512/184_ed5f10d9fc300539d2fd2cfbfa7334aacf1571f3	Sorcerer	Ra	Steel	4	False	Dreamborn, Villain, Sorcerer	1	4	2	I'M WARNING YOU! During your turn, wheneverone of your characters banishes a character ina challenge, you may deal 1 damage to chosencharacter.
Kronk - Head of Security	SS	set5/cards/367x512/185_9d7f683b567d708e2f090cd74dd11abdbc38e50e	Captain	Su	Steel	7	False	Floodborn, Ally, Captain	6	6	1	Shift 5 (You may pay 5 ⬡ to play this on top of one ofyour characters named Kronk.)ARE YOU ON THE LIST? During your turn, whenever thischaracter banishes another character in a challenge, youmay play a character with cost 5 or less for free.
Grumpy - Skeptical Knight	SS	set5/cards/367x512/186_6f9886358c1374607c1af0715018212cceed4419	Seven Dwarfs	Su	Steel	3	True	Dreamborn, Ally, Knight, Seven Dwarfs	3	1	1	BOON OF RESILIENCE While one of your Knightcharacters is at a location, that character gains Resist+2. (Damage dealt to them is reduced by 2.)BURST OF SPEED During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)
Pete - Wrestling Champ	SS	set5/cards/367x512/187_bfbad11bb4476a19d5a3284479c7dc6ded886a4a	Villain	Ra	Steel	3	False	Dreamborn, Villain	1	3	1	RE-PETE ⟳ - Reveal the top card of your deck.If it's a character card named Pete, you may playit for free.
Sir Ector - Castle Lord	SS	set5/cards/367x512/188_2a26d9ec65c9eea732263a290100e3de6d763289	Knight	Ra	Steel	7	False	Storyborn, Knight	7	10	3	
Bashful - Adoring Knight	SS	set5/cards/367x512/189_e6c8d4603719004d9b76b1ad462a1322011078f7	Seven Dwarfs	Un	Steel	4	True	Dreamborn, Ally, Knight, Seven Dwarfs	3	4	1	IMPRESS THE PRINCESS While you have acharacter named Snow White in play, thischaracter gains Bodyguard. (An opposingcharacter who challenges one of your charactersmust choose one with Bodyguard if able.)
Arthur - Wart	SS	set5/cards/367x512/190_52b71a02b8515ad518b44ffaf7d4238e2c5f15cc	Hero	Un	Steel	2	True	Storyborn, Hero	2	2	2	
Happy - Lively Knight	SS	set5/cards/367x512/191_0cc7b9f19409331335ceb361ae9e867c82c3732d	Seven Dwarfs	Co	Steel	1	True	Dreamborn, Ally, Knight, Seven Dwarfs	2	1	1	BURST OF SPEED During your turn, this charactergains Evasive. (They can challenge characterswith Evasive.)
Simba - Son of Mufasa	SS	set5/cards/367x512/192_ac29a429d7976e69778c5dd364899dc2fd6a6068	King	Un	Steel	6	True	Floodborn, Hero, King	3	5	1	Shift 4 (You may pay 4 ⬡ to play this on top ofone of your characters named Simba.)FEARSOME ROAR When you play this character,you may banish chosen item or location.
Doc - Bold Knight	SS	set5/cards/367x512/193_c73e3fe876537025524ae561e440f5c4746fd8de	Seven Dwarfs	Ra	Steel	2	False	Dreamborn, Ally, Knight, Seven Dwarfs	1	3	1	DRASTIC MEASURES When you play thischaracter, you may discard your hand to draw2 cards.
Arthur - King Victorious	SS	set5/cards/367x512/194_df60182efdcfe7506e53edac36b982e050689338	King	Le	Steel	7	False	Floodborn, Hero, King	3	6	3	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Arthur.)KNIGHTED BY THE KING When you play this character,chosen character gains Challenger +2 and Resist +2 and canchallenge ready characters this turn. (They get +2 ¤ whilechallenging. Damage dealt to them is reduced by 2.)
Pete - Games Referee	SS	set5/cards/367x512/195_3c5c7aad7641f1f467e5d89c89906e9c9caa5b3f	Villain	Un	Steel	3	True	Dreamborn, Villain	3	3	1	BLOW THE WHISTLE When you play this character,opponents can't play actions until the start ofyour next turn.
Tug-of-War	SS	set5/cards/367x512/196_99e4502f4ded78a1068730839d50d44a7428ad88	Action	Ra	Steel	5	True					Choose one:• Deal 1 damage to each opposing character without Evasive.• Deal 3 damage to each opposing character with Evasive.
When Will My Life Begin?	SS	set5/cards/367x512/197_240b535b8896ef79c2d90841362d0e2c4c8636de	Song	Co	Steel	3	True	Song				(A character with cost 3 or more can ⟳ to sing thissong for free.)Chosen character can't challenge during their nextturn. Draw a card.
Duck for Cover!	SS	set5/cards/367x512/198_ef9ef96ba79b6cb17cb7e33bb2ef68c597c7fb92	Action	Co	Steel	2	True					Chosen character gains Resist +1 and Evasive thisturn. (Damage dealt to them is reduced by 1. They canchallenge characters with Evasive.)
Food Fight!	SS	set5/cards/367x512/199_d63918b1f0c8243cebd183d002d2ce020a968451	Action	Un	Steel	1	False					Your characters gain “⟳, 1 ⬡ — Deal 1 damage to chosencharacter” this turn.
Shield of Arendelle	SS	set5/cards/367x512/200_ec33012fe0edd2354be3e403ab7a5a9531569212	Item	Co	Steel	1	True					DEFLECT Banish this item — Chosen character gainsResist +1 until the start of your next turn. (Damagedealt to them is reduced by 1.)
Plate Armor	SS	set5/cards/367x512/201_d4f113eb459b51eadcfeceacb6625ef88876ecac	Item	Ra	Steel	4	False					WELL CRAFTED ⟳ — Chosen character gains Resist +2until the start of your next turn. (Damage dealt to themis reduced by 2.)
Steel Chromicon	SS	set5/cards/367x512/202_c36cb8cf83104d497228a01c4570efb662ceca8e	Item	Un	Steel	6	False					STEEL LIGHT ⟳ — Deal 1 damage to chosen character.
Bad-Anon - Villain Support Center	SS	set5/cards/367x512/203_f2567649b15b2c5766c5936bb5fe01f1e2cc4e3b	Location	Ra	Steel	3	True		2	7	1	THERE'S NO ONE I'D RATHER BE THAN ME Villain characters gain “⟳, 3 ⬡ —Play a character with the same name as this character for free” while here.
Seven Dwarfs' Mine - Secure Fortress	SS	set5/cards/367x512/204_6867b05b636c12d9a19aa48cae914f7091682e1a	Location	Un	Steel	2	True		2	6	1	MOUNTAIN DEFENSE During your turn, the first time you move acharacter here, you may deal 1 damage to chosen character. If themoved character is a Knight, deal 2 damage instead.
Prince Naveen - Ukulele Player	SS	set5/cards/367x512/205_6cf691b12b9659693f5e4d39c7f6a5dcb03d9bd1	Prince	En	Amber	4	False	Storyborn, Hero, Prince	3	3	2	Singer 6 (This character counts as cost 6 tosing songs.)IT'S BEAUTIFUL, NO? When you play thischaracter, you may play a song with cost 6 orless for free.
Vanellope von Schweetz - Sugar Rush Princess	SS	set5/cards/367x512/206_1673d8bccee4df3b5723bfe239439b56d424913e	Racer	En	Amber	4	True	Floodborn, Hero, Princess, Racer	2	4	2	Shift 2 (You may pay 2 ⬡ to play this on top of oneof your characters named Vanellope von Schweetz.)I HEREBY DECREE Whenever you play anotherPrincess character, all opposing characters get -1 ¤until the start of your next turn.
Revive	SS	set5/cards/367x512/207_69a469e0953d459d00deeed709723d1c6a971989	Action	En	Amber	5	False					Play a character with cost 5 or less from yourdiscard for free.
Archimedes - Electrified Owl	SS	set5/cards/367x512/208_571f1c6a40918d6a9e0f652cfd2c63b0ca6ed9ee	Ally	En	Amethyst	5	True	Floodborn, Ally	1	4	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Archimedes.)Evasive (Only characters with Evasive can challengethis character.)Challenger +3 (While challenging, this charactergets +3 ¤.)
Olaf - Happy Passenger	SS	set5/cards/367x512/209_bddf51f95c7bc3fe514aff87ffa1e7e10b694da4	Ally	En	Amethyst	9	False	Storyborn, Ally	6	6	3	CLEAR THE PATH For each exerted characteropponents have in play, you pay 1 ⬡ less toplay this character.Evasive (Only characters with Evasive canchallenge this character.)
Finders Keepers	SS	set5/cards/367x512/210_c1eea95c18d06fb0f5cf3487d01871de075d7125	Action	En	Amethyst	5	True					Draw 3 cards.
