Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text	Script
Louie - Chill Nephew	II	expansions/3/cards/367x512/39dfc9ffd3253c48c9af5dd55c4b3e4b4b5e6229	Character	Co	Sapphire	4	True	['Dreamborn', 'Ally']	3	4	2	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.),	“Found the last one!”
Maid Marian - Delightful Dreamer	II	expansions/3/cards/367x512/13682ac418603aa0966369d46bbf282f562acf47	Character	Co	Sapphire	5	True	['Storyborn', 'Princess']	4	4	2	HIGHBORN LADY When you play this character,chosen character gets -2 ¤ this turn.,	She makes every space more beautiful.
Mama Odie - Mystical Maven	II	expansions/3/cards/367x512/b16a457a3302d7c1f4563df2ffc96dccf3779af7	Character	Ra	Sapphire	3	False	['Storyborn', 'Mentor']	1	3	1	THIS GOING TO BE GOOD Whenever you play a song,you may put the top card of your deck into your inkwellfacedown and exerted.,	“You dig a little deeper, you'll find everything you need.”
Pluto - Mickey's Clever Friend	II	expansions/3/cards/367x512/ac2646028f5b8b9bbf7a967f4ac71b8866135211	Character	Co	Sapphire	3	True	['Dreamborn', 'Ally']	3	4	1		"Pluto's job was to keep Gustav's attention so
Minnie could get to the cave."
Rufus - Orphanage Cat	II	expansions/3/cards/367x512/a6f16ab483da9847d431a822e6c85e144dc54f30	Character	Co	Sapphire	5	True	['Dreamborn', 'Ally']	4	5	1	TOO OLD TO BE CHASING MICE When thischaracter is banished, you may put this card intoyour inkwell facedown and exerted.,	“Faith is a bluebird you see from afar.”
Scrooge McDuck - Richest Duck in the World	II	expansions/3/cards/367x512/06349be70bd2d5dd98d36b9b8dba0a057500fdac	Character	Su	Sapphire	5	False	['Storyborn', 'Hero']	3	5	1	I'M GOING HOME! During your turn, this character gainsEvasive. (They can challenge characters with Evasive.),I DIDN'T GET RICH BY BEING STUPID During your turn,whenever this character banishes another character in achallenge, you may play an item for free.,	He can make money anywhere.
Scrooge McDuck - Uncle Moneybags	II	expansions/3/cards/367x512/9d8974baddfc0e53300829f37e5fc88b0f5ce61b	Character	Un	Sapphire	2	True	['Dreamborn', 'Hero']	1	3	1	TREASURE FINDER Whenever this characterquests, you pay 1 ⬡ less for the next item youplay this turn.,	"A strange new world is the perfect place to make a
strange new fortune!"
The Queen - Mirror Seeker	II	expansions/3/cards/367x512/6052521b7625e31d4ee9cc706732484fcf850877	Character	Un	Sapphire	4	True	['Storyborn', 'Villain', 'Queen', 'Sorcerer']	2	5	1	CALCULATING AND VAIN Whenever this characterquests, you may look at the top 3 cards of yourdeck and put them back in any order.,	"She has only one question, and she'd better like
the answer."
Tinker Bell - Very Clever Fairy	II	expansions/3/cards/367x512/097ccd4f03d962011101c1221009e53461a0993f	Character	Su	Sapphire	5	True	['Dreamborn', 'Ally', 'Fairy']	3	4	2	I CAN USE THAT Whenever one of your items isbanished, you may put that card into your inkwellfacedown and exerted.,	She lives in a world of possibilities.
Wendy Darling - Authority on Peter Pan	II	expansions/3/cards/367x512/a3d12597f93e80f7f6a229cebb1c3e10d4f34ec3	Character	Su	Sapphire	3	True	['Storyborn', 'Hero']	3	1	2	Ward (Opponents can't choose this characterexcept to challenge.),Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.),	
Distract	II	expansions/3/cards/367x512/6b6277afcb65d33525545904e95c2fa240632660	Action	Co	Sapphire	2	True					Chosen character gets -2 ¤ this turn. Draw a card.	
Friend Like Me	II	expansions/3/cards/367x512/be057d4ca44c10a0fc1dfcffd99cce1490291dc7	Action	Ra	Sapphire	5	True	['Song']				(A character with cost 5 or more can ⟳ to sing thissong for free.),	You got some power in your corner now
How Far I'll Go	II	expansions/3/cards/367x512/0159a99ed28b0581890608d24ada9decc4874197	Action	Un	Sapphire	4	False	['Song']				(A character with cost 4 or more can ⟳ to sing thissong for free.),	
Repair	II	expansions/3/cards/367x512/ae1e7198bc3074ff1b2e9ff520c30bc1898d038e	Action	Co	Sapphire	2	True					Remove up to 3 damage from one of your locations orcharacters.	"“I'm thinkin’ about opening a shop here. What do you
think?”"
Aurelian Gyrosensor	II	expansions/3/cards/367x512/fd93751649ac3ea8f8772ba49c8c1fe068002835	Item	Ra	Sapphire	2	True					SEEKING KNOWLEDGE Whenever one of your charactersquests, you may look at the top card of your deck. Put iton either the top or the bottom of your deck.,	"“It can point you toward lost lore, but if you're not careful,
it'll lead you off a cliff.”
—Venturo, an Illumineer"
Heart of Te Fiti	II	expansions/3/cards/367x512/a929eb33e338738d2a91e955ce7623764480253c	Item	Ra	Sapphire	3	True					CREATE LIFE ⟳, 2 ⬡ — Put the top card of your deckinto your inkwell facedown and exerted.,	It takes a pure heart to calm the raging storm within.
Lucky Dime	II	expansions/3/cards/367x512/74cbd2c215c2c13c4b6110ada96de8891b355dda	Item	Le	Sapphire	7	False					NUMBER ONE ⟳, 2 ⬡ — Choose a character of yoursand gain lore equal to their ◊.,	This one simple coin changed Scrooge's life forever.
Scrooge's Top Hat	II	expansions/3/cards/367x512/69e56976fc9bee70c1d2eaa85c0c8dea9f722a2f	Item	Un	Sapphire	2	False					BUSINESS EXPERTISE ⟳ — You pay 1 ⬡ less for thenext item you play this turn.,	Just the thing to top off another brilliant deal.
Vault Door	II	expansions/3/cards/367x512/708a77db476d737e54b8bf4663fc79b346d696d2	Item	Co	Sapphire	4	True					SEALED AWAY Your locations and characters atlocations gain Resist +1. (Damage dealt to them isreduced by 1.),	"Only Scrooge knows about this vault. And he's going to
keep it that way."
Belle's House - Maurice's Workshop	II	expansions/3/cards/367x512/f76b2ea6b45eff3bc8e4399145cc17a0601f5c8d	Location	Ra	Sapphire	1	True		2	6	0	LABORATORY If you have a character here, you pay 1 ⬡ less to play items.,	Some of the most important tools in Lorcana are crafted here.
McDuck Manor - Scrooge's Mansion	II	expansions/3/cards/367x512/2659fc519890c924f82b4475ddd71b058178d02b	Location	Co	Sapphire	4	True		1	9	2		"“It's only the coolest home in Lorcana!”
—Webby Vanderquack"
Motunui - Island Paradise	II	expansions/3/cards/367x512/717b2f3d8816830549097908c134e1729c516542	Location	Un	Sapphire	2	True		1	5	1	REINCARNATION Whenever a character is banished while here, you mayput that card into your inkwell facedown and exerted.,	
Chief Tui - Proud of Motunui	II	expansions/3/cards/367x512/94940e534aedd3f6d9bb77c6322f6641dbb7432a	Character	Co	Steel	4	True	['Storyborn', 'Mentor', 'King']	3	4	2		“Look at our home! There is no better place to be.”
Eeyore - Overstuffed Donkey	II	expansions/3/cards/367x512/c1aa04bf421e5b38c3d18933e9994d3f289def65	Character	Co	Steel	5	True	['Storyborn', 'Ally']	4	5	1	Resist +1 (Damage dealt to this character isreduced by 1.),	“Not much of a roadblock, but I suppose I'll do.”
Gustav the Giant - Terror of the Kingdom	II	expansions/3/cards/367x512/572e20738130fddc7c389f2ab14f4e4b22a97c39	Character	Ra	Steel	3	True	['Dreamborn', 'Villain']	6	6	1	ALL TIED UP This character enters play exertedand can't ready at the start of your turn.,BREAK FREE During your turn, whenever one ofyour other characters banishes another characterin a challenge, you may ready this character.,	
Hades - Hotheaded Ruler	II	expansions/3/cards/367x512/d094700e379f0fb3b543e25c77f8e4b3e068f057	Character	Ra	Steel	6	True	['Storyborn', 'Villain', 'Deity']	5	5	2	CALL THE TITANS ⟳ — Ready your Titan characters.,	"“Brothers! Titans! Look at you in your squalid prison.
Who put you down there?”"
Helga Sinclair - Right-Hand Woman	II	expansions/3/cards/367x512/04f1241ed2b1b531c2c853ce1eeff952cd0f40f3	Character	Co	Steel	3	True	['Storyborn', 'Villain']	2	4	1	Challenger +2 (While challenging, this charactergets +2 ¤.),	“That was an order, not a suggestion. Let's go!”
John Silver - Greedy Treasure Seeker	II	expansions/3/cards/367x512/5c8f5ac0b7ad23c110793ad1fcf4d3c8d41344d5	Character	Ra	Steel	3	True	['Dreamborn', 'Villain', 'Alien', 'Pirate', 'Captain']	3	3	1	CHART YOUR OWN COURSE For each location you havein play, this character gains Resist +1 and gets +1 ◊.(Damage dealt to them is reduced by 1.),	“I was never much good at games. Always hated to lose.”
Kida - Royal Warrior	II	expansions/3/cards/367x512/26e7458dc56ab2830fadba7bd2c1aa10e981518d	Character	Co	Steel	2	True	['Storyborn', 'Hero', 'Princess']	2	3	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.),	She's seen strange things before, but nothing like this.
Little John - Resourceful Outlaw	II	expansions/3/cards/367x512/25293f2761d658cc70c19515861842d712751bdc	Character	Su	Steel	6	True	['Floodborn', 'Hero']	4	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one ofyour characters named Little John.),OKAY, BIG SHOT While this character is exerted, yourcharacters with Bodyguard gain Resist +1 and get +1 ◊.(Damage dealt to them is reduced by 1.),	
Little John - Robin's Pal	II	expansions/3/cards/367x512/9e44d2771c052d44058245eda6cb334689ca78cc	Character	Un	Steel	3	True	['Storyborn', 'Ally']	2	4	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.),DISGUISED During your turn, this character gainsEvasive. (They can challenge characters with Evasive.),	
Lythos - Rock Titan	II	expansions/3/cards/367x512/ec7f1f65067126f3b2bd1037de8a18d0db2ec84b	Character	Un	Steel	4	True	['Storyborn', 'Titan']	4	1	1	Resist +2 (Damage dealt to this character isreduced by 2.),STONE SKIN ⟳ — Chosen character gains Resist+2 this turn.,	“Crush Zeus!”
Mickey Mouse - Stalwart Explorer	II	expansions/3/cards/367x512/aee544ceddfe7ab69a02f82bdf8ce6ea3862ff02	Character	Co	Steel	3	True	['Dreamborn', 'Hero']	3	3	1	LET'S TAKE A LOOK This character gets +1 ¤ foreach location you have in play.,	"Mickey knew just where to start searching for
the Sorcerer's Hat, but he didn't expect it to be
guarded."
Mickey Mouse - Trumpeter	II	expansions/3/cards/367x512/58f0744907ea8bd8e0f51e568f1536289ceb40a5	Character	Le	Steel	4	False	['Dreamborn', 'Hero']	0	1	1	SOUND THE CALL ⟳, 2 ⬡ — Play a character for free.,	
Minnie Mouse - Funky Spelunker	II	expansions/3/cards/367x512/dc685e2c3fd7a3a63944383a54aa249ea27f5fdd	Character	Co	Steel	1	True	['Dreamborn', 'Hero']	0	3	1	JOURNEY While this character is at a location,she gets +2 ¤.,	She'll never cave under pressure.
Mr. Smee - Bumbling Mate	II	expansions/3/cards/367x512/bcf814ab41506290ab1b8158ebda6ee61b4bb579	Character	Un	Steel	2	True	['Storyborn', 'Ally', 'Pirate']	3	3	2	OH DEAR, DEAR, DEAR At the end of your turn,if this character is exerted and you don't have aCaptain character in play, deal 1 damage to thischaracter.,	“Catch those little—OUCH!”
Mufasa - Champion of the Pride Lands	II	expansions/3/cards/367x512/cfa2ed2aac6d61f44ca9cba73e1e8946b7cd7d22	Character	Ra	Steel	7	True	['Storyborn', 'Mentor', 'King']	3	10	3		Even his name makes enemies quiver in fear.
Nala - Fierce Friend	II	expansions/3/cards/367x512/87d538ef1c1db71603e60f278446c86470162380	Character	Un	Steel	3	True	['Storyborn', 'Ally']	2	4	2		“Pinned ya again.”
Pyros - Lava Titan	II	expansions/3/cards/367x512/f67462663a512121ffada791890b558ee8b38773	Character	Ra	Steel	5	True	['Storyborn', 'Titan']	5	4	1	ERUPTION During your turn, whenever thischaracter banishes another character in achallenge, you may ready chosen character.,	“Melt Zeus!”
Razoul - Palace Guard	II	expansions/3/cards/367x512/acf1fffc01dc0193aa07d0b1de723c292a2c826d	Character	Co	Steel	2	True	['Storyborn', 'Ally', 'Captain']	1	3	1	LOOKY HERE While this character has no damage,he gets +2 ¤.,	"“There's no princess here to save you this time,
street rat.”"
Robin Hood - Beloved Outlaw	II	expansions/3/cards/367x512/e54183e2a040e6c09e61eb22d542e3d57074b351	Character	Co	Steel	1	True	['Storyborn', 'Hero']	2	2	1		"“You call this an ambush? Tsk, tsk. It's barely a
bushwhack.”"
Robin Hood - Champion of Sherwood	II	expansions/3/cards/367x512/3a2dc677d8e85ac856541744e288d504882feb36	Character	Le	Steel	5	True	['Floodborn', 'Hero']	3	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Robin Hood.),SKILLED COMBATANT During your turn, whenever thischaracter banishes another character in a challenge, gain 2 lore.,THE GOOD OF OTHERS When this character is banished in achallenge, you may draw a card.,	
Sheriff of Nottingham - Corrupt Official	II	expansions/3/cards/367x512/2fcc820fc1d95b1e8a3a219c7e3689bb8d65042c	Character	Su	Steel	4	False	['Dreamborn', 'Villain']	2	4	1	TAXES SHOULD HURT Whenever you discard acard, you may deal 1 damage to chosen opposingcharacter.,	"The thirteenth Rule of Villainy: Take everything you
can, but do it with a smile."
Simba - Fighting Prince	II	expansions/3/cards/367x512/19a448c01aa2e7d55979473b647e282459995b85	Character	Su	Steel	7	True	['Dreamborn', 'Hero', 'Prince']	5	7	2	STEP DOWN OR FIGHT When you play this character andwhenever he banishes another character in a challengeduring your turn, you may choose one:• Draw 2 cards, then choose and discard 2 cards.• Deal 2 damage to chosen character.,	He's ready to restore the Pride Lands to their former glory.
Simba - Rightful King	II	expansions/3/cards/367x512/14bb99f81147d2705f53a1d75337b2ec3e10d23a	Character	Un	Steel	5	True	['Storyborn', 'Hero', 'King']	4	6	1	TRIUMPHANT STANCE During your turn, wheneverthis character banishes another character ina challenge, chosen opposing character can'tchallenge during their next turn.,	"With dangers multiplying all around, the pride needs
its guardian."
Thaddeus E. Klang - Metallic Leader	II	expansions/3/cards/367x512/2a79f14120945873482b7823caabe2fcde848722	Character	Un	Steel	5	True	['Storyborn', 'Villain']	3	5	2	MY TEETH ARE SHARPER Whenever this characterquests while at a location, you may deal 1 damageto chosen character.,	“Soon the bells will ring in the sound of your doom!”
And Then Along Came Zeus	II	expansions/3/cards/367x512/752ae7bdbb96bf25280b55990570beabf2048ce0	Action	Ra	Steel	4	False	['Song']				(A character with cost 4 or more can ⟳ to sing this song for free.),	"He hurled his thunderbolt—He zapped
Locked those suckers in a vault—They're trapped
And on his own stopped chaos in its tracks"
Ba-Boom!	II	expansions/3/cards/367x512/4dea1daedbe9dc1d643b0f0eb8ab57c7d532f771	Action	Co	Steel	2	True					Deal 2 damage to chosen character or location.	Bigger than your average boom!
Olympus Would Be That Way	II	expansions/3/cards/367x512/61188f24396807ba7ca38919a158766de935852e	Action	Co	Steel	1	True					Your characters get +3 ¤ while challenging a locationthis turn.	"“Now that I set you free, what is the first thing you are
going to do?”
—Hades"
Rise of the Titans	II	expansions/3/cards/367x512/c837307a9a2ad4d08ca61a4f1bd848ba3d6890fc	Action	Un	Steel	3	True					Banish chosen location or item.	"“Oh, we're in trouble, big trouble!”
—Hermes"
Captain Hook's Rapier	II	expansions/3/cards/367x512/2952aeca0fe15cf310ede96c437acb94b2b208f1	Item	Un	Steel	3	False					GET THOSE SCURVY BRATS! During your turn, wheneverone of your characters banishes another character in achallenge, you may pay 1 ⬡ to draw a card.,LET'S HAVE AT IT! Your characters named Captain Hookgain Challenger +1. (They get +1 ¤ while challenging.),	
Gizmosuit	II	expansions/3/cards/367x512/9f9af029585ba014e07cd3910ca976cf56160616	Item	Co	Steel	3	True					CYBERNETIC ARMOR Banish this item — Chosencharacter gains Resist +2 until the start of your nextturn. (Damage dealt to them is reduced by 2.),	"It stands in the Hall of Lorcana, waiting for someone to
speak the secret words."
Map of Treasure Planet	II	expansions/3/cards/367x512/7f03f3f2febc46f3fa832d98251b0c98f64bc19b	Item	Ra	Steel	3	True					KEY TO THE PORTAL ⟳ — You pay 1 ⬡ less for the next locationyou play this turn.,SHOW THE WAY You pay 1 ⬡ less to move your characters to alocation.,	"“Gentlemen, this must be kept under lock and key.”
—Captain Amelia"
Maui's Place of Exile - Hidden Island	II	expansions/3/cards/367x512/1e7b95c5614637fdcde70eb7f2d109134c95c6bf	Location	Ra	Steel	2	True		1	5	0	ISOLATED Characters gain Resist +1 while here. (Damage dealt to themis reduced by 1.),	Nothing but boulders and sand—easy to miss.
Nottingham - Prince John's Castle	II	expansions/3/cards/367x512/a165fbd61c277745f187eaac7182d9c05d0d1171	Location	Co	Steel	2	True		1	6	1		"Sir Hiss: “I say, sire, your mother's castle will be the perfect place to set up our scheme!”
Prince John: “Mommy!”"
The Bayou - Mysterious Swamp	II	expansions/3/cards/367x512/1cc641954099c249e0e4ef0402da3fd0364d95f0	Location	Un	Steel	1	True		1	3	1	SHOW ME THE WAY Whenever a character quests while here, you may draw a card, thenchoose and discard a card.,	A place to find what you need, not just what you want.
Chernabog - Evildoer	II	expansions/3/cards/367x512/5f1cd7c3fb68ae7c679f8c33966610670d32ff1e	Character	En	Amber	10	False	['Storyborn', 'Villain']	9	9	3	THE POWER OF EVIL For each character cardin your discard, you pay 1 ⬡ less to play thischaracter.,SUMMON THE SPIRITS When you play thischaracter, shuffle all character cards from yourdiscard into your deck.,	
Kida - Protector of Atlantis	II	expansions/3/cards/367x512/4afa8f9e90756f0f919a124a1dfbba19be004edc	Character	En	Amber	5	True	['Floodborn', 'Hero', 'Princess']	3	5	2	Shift 3 (You may pay 3 ⬡ to play this on top of oneof your characters named Kida.),PERHAPS WE CAN SAVE OUR FUTURE When you playthis character, all characters get -3 ¤ until thestart of your next turn.,	
Pride Lands - Pride Rock	II	expansions/3/cards/367x512/3be76cc016a8c850661956c5f71d14c621cf6a69	Location	En	Amber	2	False		2	7	1	WE ARE ALL CONNECTED Characters get +2 ⛉ while here.,LION HOME If you have a Prince or King character here, you pay 1 ⬡ lessto play characters.,	
Jafar - Striking Illusionist	II	expansions/3/cards/367x512/baab34018148392463ef4c49b5a924409cf5f7b0	Character	En	Amethyst	7	True	['Floodborn', 'Villain', 'Sorcerer']	4	5	1	Shift 5 (You may pay 5 ⬡ to play this on top of one of yourcharacters named Jafar.),Evasive (Only characters with Evasive can challenge thischaracter.),POWER BEYOND MEASURE During your turn, while thischaracter is exerted, whenever you draw a card, gain 1 lore.,	
Maleficent - Mistress of All Evil	II	expansions/3/cards/367x512/acfdd18ea7f4a2ba74132ba977dc207204142994	Character	En	Amethyst	5	True	['Storyborn', 'Villain', 'Sorcerer']	2	3	2	DARK KNOWLEDGE Whenever this character quests,you may draw a card.,DIVINATION During your turn, whenever you draw acard, you may move 1 damage counter from chosencharacter to chosen opposing character.,	
The Sorcerer's Hat	II	expansions/3/cards/367x512/135debd4837026bf06c7bfc5d1e0c6a31611af1d	Item	En	Amethyst	2	True					INCREDIBLE ENERGY ⟳, 1 ⬡ — Name a card, then revealthe top card of your deck. If it's the named card, put thatcard into your hand. Otherwise, put it on the top of yourdeck.,	
Morph - Space Goo	II	expansions/3/cards/367x512/1b4a364f76e9fa8073516100ed65590c50a6d5e9	Character	En	Emerald	2	True	['Storyborn', 'Ally', 'Alien']	2	1	1	MIMICRY You may play any character with Shift onthis character as if this character had any name.,	
Ursula - Deceiver of All	II	expansions/3/cards/367x512/e2154fea5da2dd0d1732ff30931723c2973003a0	Character	En	Emerald	3	True	['Dreamborn', 'Villain', 'Sorcerer']	2	3	1	WHAT A DEAL Whenever this character sings a song,you may play that song again from your discard forfree, then put it on the bottom of your deck.,	
Kuzco's Palace - Home of the Emperor	II	expansions/3/cards/367x512/19187dc98dce52fa4c4e8e05b341a9b77a51fd26	Location	En	Emerald	3	True		3	7	1	CITY WALLS Whenever a character is challenged and banished while here,banish the challenging character.,	
Captain Hook - Master Swordsman	II	expansions/3/cards/367x512/9a15f42d1c524c306eb91c3df1216db248a8f224	Character	En	Ruby	5	True	['Dreamborn', 'Villain', 'Pirate', 'Captain']	5	4	1	NEMESIS During your turn, whenever this characterbanishes another character in a challenge, ready thischaracter. He can't quest for the rest of this turn.,MAN-TO-MAN Characters named Peter Pan loseEvasive and can't gain Evasive.,	
Peter Pan - Pirate's Bane	II	expansions/3/cards/367x512/828f720439cefaeb3acc7a7babce0a28abaa07a3	Character	En	Ruby	6	True	['Floodborn', 'Hero']	4	5	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Peter Pan.),Evasive (Only characters with Evasive can challenge thischaracter.),YOU'RE NEXT! Whenever he challenges a Pirate character,this character takes no damage from the challenge.,	
RLS Legacy - Solar Galleon	II	expansions/3/cards/367x512/0bad865a02d82f4970687ffe1b80822b76cc0626	Location	En	Ruby	4	False		3	8	2	THIS IS OUR SHIP Characters gain Evasive while here. (Only characters with Evasive canchallenge them.),HEAVE TOGETHER NOW If you have a character here, you pay 2 ⬡ less to move acharacter of yours here.,	
Gramma Tala - Spirit of the Ocean	II	expansions/3/cards/367x512/49e3d046636e06b2d82ee046db8e6eb9a2e11e16	Character	En	Sapphire	7	True	['Floodborn', 'Mentor']	4	8	2	Shift 5 (You may pay 5 ⬡ to play this on top of oneof your characters named Gramma Tala.),DO YOU KNOW WHO YOU ARE? Whenever a card isput into your inkwell, gain 1 lore.,	
Scrooge McDuck - Richest Duck in the World	II	expansions/3/cards/367x512/3d5bdf107de596ce77e8ce48a61b585f52bbb61d	Character	En	Sapphire	5	False	['Storyborn', 'Hero']	3	5	1	I'M GOING HOME! During your turn, this charactergains Evasive. (They can challenge characters withEvasive.),I DIDN'T GET RICH BY BEING STUPID During your turn,whenever this character banishes another characterin a challenge, you may play an item for free.,	
Belle's House - Maurice's Workshop	II	expansions/3/cards/367x512/c0ba17c23a26ff8c314478bc69f30963a6e4a754	Location	En	Sapphire	1	True		2	6	0	LABORATORY If you have a character here, you pay 1 ⬡ less to play items.,	
Mickey Mouse - Trumpeter	II	expansions/3/cards/367x512/f37062d9a65543a46f2ba13299ba77a370a1c4eb	Character	En	Steel	4	False	['Dreamborn', 'Hero']	0	1	1	SOUND THE CALL ⟳, 2 ⬡ — Play a character for free.,	
Robin Hood - Champion of Sherwood	II	expansions/3/cards/367x512/9a70776c743352cfcf688e52512673332e5e4007	Character	En	Steel	5	True	['Floodborn', 'Hero']	3	6	2	Shift 3 (You may pay 3 ⬡ to play this on top of one of yourcharacters named Robin Hood.),SKILLED COMBATANT During your turn, whenever thischaracter banishes another character in a challenge, gain 2 lore.,THE GOOD OF OTHERS When this character is banished in achallenge, you may draw a card.,	
And Then Along Came Zeus	II	expansions/3/cards/367x512/1c6637a8f2e1f75e06ff9984894d6bd16a3a36a9	Action	En	Steel	4	False	['Song']				(A character with cost 4 or more can ⟳ to sing this songfor free.),	
Mickey Mouse - Brave Little Tailor	TFC	promos/1/cards/367x512/356a192b7913b04c54574d18c28d46e6395428ab	Character	Sp	Ruby	8	True	['Dreamborn', 'Hero']	5	5	4	Evasive (Only characters with Evasive can challenge thischaracter.),	"When defeat looms and victory hangs by a thread, a hero
bolts to the rescue, patching things up through shear
determination."
Stitch - Rock Star	TFC	promos/1/cards/367x512/da4b9237bacccdf19c0760cab7aec4a8359010b0	Character	Sp	Amber	6	True	['Floodborn', 'Hero', 'Alien']	3	5	3	Shift 4 (You may pay 4 ⬡ to play this on top of one of your Stitchcharacters.),ADORING FANS Whenever you play a character with cost 2 or less,you may exert it to draw a card.,	"The best part about a beachside concert is that there's always room
for one more."
Elsa - Snow Queen	TFC	promos/1/cards/367x512/77de68daecd823babbb58edb1c8e14d7106e83bb	Character	Sp	Amethyst	3	True	['Dreamborn', 'Hero', 'Queen', 'Sorcerer']	2	3	1	FREEZE ⟳ — Exert chosen opposing character.,	"Recreated by magical ink, Elsa found herself in an
unfamiliar new world. Fortunately, ice works the
same way everywhere."
Cruella De Vil - Miserable As Usual	TFC	promos/1/cards/367x512/1b6453892473a467d07372d45eb05abc2031647a	Character	Sp	Emerald	2	True	['Storyborn', 'Villain']	1	3	1	YOU'LL BE SORRY! When this character ischallenged and banished, you may return chosencharacter to their player's hand.,	When she stops by, misery is company.
Maleficent - Monstrous Dragon	TFC	promos/1/cards/367x512/ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4	Character	Sp	Ruby	9	True	['Storyborn', 'Villain', 'Dragon']	7	5	2	DRAGON FIRE When you play this character, youmay banish chosen opposing character.,	"The ninth Rule of Villainy: When all else fails, turn
into a dragon."
Robin Hood - Unrivaled Archer	TFC	promos/1/cards/367x512/c1dfd96eea8cc2b62785275bca38ac261256e278	Character	Sp	Sapphire	6	True	['Storyborn', 'Hero']	4	4	2	FEED THE POOR When you play this character, if anopponent has more cards in their hand than you, draw a card.,GOOD SHOT During your turn, this character has Evasive.(They can challenge characters with Evasive.),	"“We never rob. We just sort of borrow a bit from those who
can afford it.”"
Captain Hook - Forceful Duelist	TFC	promos/1/cards/367x512/902ba3cda1883801594b6e1b452790cc53948fda	Character	Sp	Steel	1	True	['Dreamborn', 'Villain', 'Pirate', 'Captain']	1	2	1	Challenger +2 (When challenging, this character gets+2 ¤.),	He loves to make light of a foe's predicament.
Mickey Mouse - Detective	TFC	promos/1/cards/367x512/fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f	Character	Sp	Sapphire	3	False	['Dreamborn', 'Hero', 'Detective']	1	3	1	GET A CLUE When you play this character,you may put the top card of your deck into yourinkwell facedown and exerted.,	"Wherever the seaweed had come from, Mickey was
sure of one thing: something fishy was going on."
HeiHei - Boat Snack	TFC	promos/1/cards/367x512/0ade7c2cf97f75d009975f4d720d1fa6c19f4897	Character	Sp	Amber	1	True	['Storyborn', 'Ally']	1	2	1	Support (Whenever this character quests, you mayadd their ¤ to chosen character's ¤ this turn.),	"“Sometimes, our strengths lie beneath the surface.
Far beneath, in some cases....”
—Moana"
Yzma - Alchemist	TFC	promos/1/cards/367x512/b1d5781111d84f7b3fe45a0852e59758cd7a87e5	Character	Sp	Amethyst	2	True	['Dreamborn', 'Villain', 'Sorcerer']	2	2	1	YOU'RE EXCUSED Whenever this characterquests, look at the top card of your deck. Put iton either the top or the bottom of your deck.,	“When I want your opinion, I will give it to you!”
Mickey Mouse - Musketeer	TFC	promos/1/cards/367x512/17ba0791499db908433b80f37c5fbc89b870084b	Character	Sp	Steel	6	True	['Dreamborn', 'Hero', 'Musketeer']	2	7	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one ofyour characters must choose one with Bodyguardif able.),ALL FOR ONE Your other Musketeer charactersget +1 ¤.,	
Goofy - Musketeer	TFC	promos/1/cards/367x512/7b52009b64fd0a2a49e6d8a939753077792b0554	Character	Sp	Amber	5	True	['Dreamborn', 'Hero', 'Musketeer']	3	6	1	Bodyguard (This character may enter play exerted. Anopposing character who challenges one of your charactersmust choose one with Bodyguard if able.),AND TWO FOR TEA! When you play this character, youmay remove up to 2 damage from each of your Musketeercharacters.,	“En gawrsh!”
Donald Duck - Musketeer	TFC	promos/1/cards/367x512/bd307a3ec329e10a2cff8fb87480823da114f8f4	Character	Sp	Steel	4	True	['Dreamborn', 'Hero', 'Musketeer']	2	5	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.),STAY ALERT! During your turn, your Musketeercharacters gain Evasive. (They can challengecharacters with Evasive.),	
Cinderella - Knight in Training	RF	promos/1/cards/367x512/fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b	Character	Sp	Steel	2	True	['Dreamborn', 'Hero', 'Princess', 'Knight']	2	2	1	HAVE COURAGE When you play this character,you may draw a card, then choose and discard acard.,	"She's always had the heart of a champion—now
she'll have the skills, too."
Bucky - Squirrel Squeak Tutor	RF	promos/1/cards/367x512/f1abd670358e036c31296e66b3b66c382ac00812	Character	Sp	Emerald	3	True	['Storyborn', 'Ally']	1	1	1	SQUEAK Whenever you play a Floodborn character,if you used Shift to play them, each opponentchooses and discards a card.,	"“There's a lot of nuance to squirrel.”
—Kronk"
